1302913,豇豆,1186,蔬菜,,,3.0,4.0,3.5,鲁冀,湿\干,斤,2022-07-08 00:00:00,,138,,admin,,,
1302912,白不老,1186,蔬菜,,,2.5,4.5,3.5,辽,,斤,2022-07-08 00:00:00,,138,,admin,,,
1302951,大白菜,1186,蔬菜,,,0.35,0.5,0.43,冀,,斤,2022-07-08 00:00:00,,138,,admin,,,
1302950,娃娃菜,1186,蔬菜,,,0.6,0.8,0.7,冀,大,斤,2022-07-08 00:00:00,,138,,admin,,,
1302949,小白菜,1186,蔬菜,,,2.0,3.0,2.5,冀,,斤,2022-07-08 00:00:00,,138,,admin,,,
1302948,圆白菜,1186,蔬菜,,,0.7,0.9,0.8,冀,,斤,2022-07-08 00:00:00,,138,,admin,,,
1302947,紫甘蓝,1186,蔬菜,,,0.8,0.9,0.85,冀,,斤,2022-07-08 00:00:00,,138,,admin,,,
1302946,芹菜,1186,蔬菜,,,1.5,2.0,1.75,冀京,,斤,2022-07-08 00:00:00,,138,,admin,,,
1302945,西芹,1186,蔬菜,,,1.8,2.2,2.0,豫辽,,斤,2022-07-08 00:00:00,,138,,admin,,,
1302944,菠菜,1186,蔬菜,,,2.0,2.5,2.25,冀蒙,,斤,2022-07-08 00:00:00,,138,,admin,,,
1302943,莴笋,1186,蔬菜,,,0.8,1.2,1.0,冀津,,斤,2022-07-08 00:00:00,,138,,admin,,,
1302942,团生菜,1186,蔬菜,,,0.8,1.2,1.0,京冀,白球\净,斤,2022-07-08 00:00:00,,138,,admin,,,
1302941,散叶生菜,1186,蔬菜,,,0.8,1.4,1.1,冀,毛\净,斤,2022-07-08 00:00:00,,138,,admin,,,
1302940,罗马生菜,1186,蔬菜,,,1.5,1.8,1.65,冀,,斤,2022-07-08 00:00:00,,138,,admin,,,
1302939,油菜,1186,蔬菜,,,2.5,3.0,2.75,京,大棵\小棵,斤,2022-07-08 00:00:00,,138,,admin,,,
1302938,香菜,1186,蔬菜,,,2.0,4.0,3.0,冀,,斤,2022-07-08 00:00:00,,138,,admin,,,
1302937,茴香,1186,蔬菜,,,2.0,2.5,2.25,冀,,斤,2022-07-08 00:00:00,,138,,admin,,,
1302936,韭菜,1186,蔬菜,,,2.0,2.6,2.3,冀,,斤,2022-07-08 00:00:00,,138,,admin,,,
1302935,苦菊,1186,蔬菜,,,5.0,5.5,5.25,冀辽,,斤,2022-07-08 00:00:00,,138,,admin,,,
1302934,油麦菜,1186,蔬菜,,,2.5,3.5,3.0,冀,,斤,2022-07-08 00:00:00,,138,,admin,,,
1302933,散菜花,1186,蔬菜,,,2.3,3.0,2.65,冀,散装,斤,2022-07-08 00:00:00,,138,,admin,,,
1302932,绿菜花,1186,蔬菜,,,1.5,2.0,1.75,苏豫冀,,斤,2022-07-08 00:00:00,,138,,admin,,,
1302431,油菜,1186,蔬菜,1199,水菜,3.0,3.5,3.25,,,斤,2022-07-07 00:00:00,,138,,admin,,,
1302430,小白菜,1186,蔬菜,1199,水菜,3.0,3.5,3.25,,,斤,2022-07-07 00:00:00,,138,,admin,,,
1302429,油麦菜,1186,蔬菜,1199,水菜,2.5,3.5,3.0,,,斤,2022-07-07 00:00:00,,138,,admin,,,
1302428,奶白菜,1186,蔬菜,1199,水菜,4.0,4.5,4.25,,,斤,2022-07-07 00:00:00,,138,,admin,,,
1302427,散生菜,1186,蔬菜,1199,水菜,1.5,2.0,1.75,,,斤,2022-07-07 00:00:00,,138,,admin,,,
1302426,香葱,1186,蔬菜,1199,水菜,4.0,4.5,4.25,,,斤,2022-07-07 00:00:00,,138,,admin,,,
1302425,茼蒿,1186,蔬菜,1199,水菜,11.0,15.0,13.0,,,斤,2022-07-07 00:00:00,,138,,admin,,,
1302424,蒿子秆,1186,蔬菜,1199,水菜,5.0,6.0,5.5,,,斤,2022-07-07 00:00:00,,138,,admin,,,
1302423,水萝卜,1186,蔬菜,1199,水菜,3.0,3.5,3.25,,,斤,2022-07-07 00:00:00,,138,,admin,,,
1302422,樱桃萝卜,1186,蔬菜,1199,水菜,3.5,4.0,3.75,,,斤,2022-07-07 00:00:00,,138,,admin,,,
1302421,香芹,1186,蔬菜,1199,水菜,3.0,4.0,3.5,,,斤,2022-07-07 00:00:00,,138,,admin,,,
1302420,菠菜,1186,蔬菜,1199,水菜,4.0,4.5,4.25,,,斤,2022-07-07 00:00:00,,138,,admin,,,
1302419,苋菜,1186,蔬菜,1199,水菜,3.0,4.0,3.5,,,斤,2022-07-07 00:00:00,,138,,admin,,,
